-7.16614,-7.40711,358.695
-7.21347,-7.91493,359.265
-6.6952,-7.59801,360.038
-6.92107,-8.17597,360.418
-6.2867,-7.16583,360.272
-5.54342,-6.40755,360.937
-6.01766,-6.92202,360.511
-5.07913,-5.45036,360.766
-5.16672,-6.34914,361.741
-5.84244,-7.08103,361.194
22.2659,24.1524,387.643
22.1316,23.9882,387.649
21.9633,23.7918,387.547
-5.46099,-6.65927,361.504
-4.27726,-4.8118,361.676
22.4339,24.6749,387.154
21.9344,24.092,386.84
21.3767,23.6315,386.262
-3.78415,-3.98756,361.579
21.1387,23.4836,385.878
20.8821,23.365,385.349
-4.85752,-6.01849,362.118
21.7871,25.1224,385.041
19.3349,22.2377,383.454
18.7881,21.1076,383.59
-4.20414,-5.19693,362.332
20.5545,24.2288,383.525
23.3009,29.4395,383.312
19.0647,21.9084,383.212
17.4556,19.2071,383.111
18.7879,21.5809,382.998
16.838,18.2202,382.797
16.4819,17.686,382.693
18.0129,20.4737,382.667
16.0951,17.0806,382.494
15.8908,17.252,381.735
23.624,30.9473,382.424
22.8095,29.5974,382
17.5507,20.4852,381.631
16.7049,18.7485,381.831
15.5929,16.8119,381.55
22.879,30.0971,381.638
23.9744,31.9723,381.738
23.0073,30.52,381.43
23.1631,30.9546,381.249
20.2296,24.8322,382.248
22.7434,28.8874,382.606
-3.45616,-4.04084,362.457
-3.18243,-3.39869,362.327
21.1281,26.7541,381.758
17.4826,21.14,380.763
16.275,18.7659,380.869
16.0657,18.1999,380.985
27.6173,38.0865,381.003
27.3068,37.5772,381.063
14.7839,15.7227,381.013
14.4742,15.2783,380.855
24.4699,32.9646,381.446
22.1846,29.003,381.287
20.9787,26.4818,381.797
20.3781,25.5734,381.768
27.7404,38.2306,380.856
20.6549,25.9203,381.837
14.1644,14.7768,380.737
-2.0795,-1.7078,362.644
28.1278,38.8593,380.735
27.9067,38.51,380.782
15.1226,16.6973,380.614
20.8085,26.1737,381.829
13.9498,14.4309,380.617
23.4802,31.7468,380.837
22.7882,30.9876,380.305
21.9131,28.4495,381.404
16.8305,20.5557,380.19
21.2828,27.13,381.656
17.9358,22.0686,380.84
17.8008,21.7734,380.841
15.1424,17.4359,379.799
28.0627,39.4129,379.592
25.3435,34.8773,380.594
23.9329,32.6781,380.568
16.604,20.3363,380.057
24.8328,34.4747,380.039
23.1179,31.8254,379.837
16.2547,19.5203,380.017
16.0972,19.4198,379.932
27.8066,38.9979,379.685
25.7882,36.2783,379.535
24.3329,33.9496,379.674
27.5855,38.6487,379.732
25.4485,35.5906,379.792
21.4469,29.2792,379.664
26.6012,37.5548,379.335
24.0556,33.3002,379.918
23.8303,32.9086,379.972
11.7499,10.8979,379.474
27.1482,38.0081,379.849
13.2724,13.3457,380.223
22.2394,30.7482,379.355
21.9597,30.3441,379.392
21.5062,29.5796,379.535
13.8631,14.98,379.829
11.5319,10.5732,379.316
32.9857,47.0357,378.353
32.8021,46.7222,378.477
13.4578,14.3247,379.677
13.312,13.8939,379.769
25.2046,35.7498,378.915
12.9319,13.5419,379.232
11.0809,9.49488,379.388
10.8892,9.24286,379.355
24.9607,35.352,378.969
24.6991,34.9249,379.03
10.6185,8.86421,379.122
13.9196,15.7949,379.059
30.2719,42.515,379.607
29.8947,42.1217,379.383
12.4787,13.1249,378.746
27.2247,38.6998,378.841
26.9537,38.3385,378.883
34.5494,48.9247,378.941
34.404,48.6864,378.966
-2.04014,-2.19009,363.274
30.7253,43.6964,378.649
28.8879,40.6668,379.375
13.6001,15.4491,378.853
13.3811,15.1787,378.732
11.3202,10.2649,379.02
30.1488,42.9467,378.599
28.006,39.8872,378.667
12.3209,12.2158,379.306
34.6595,49.0547,378.779
33.702,48.0892,378.128
33.1376,47.2538,378.236
29.4016,41.8497,378.733
24.166,34.5051,378.615
34.0014,48.5535,378.082
27.7591,40.1675,377.723
26.0914,37.3987,378.451
24.4,34.8966,378.531
35.5549,50.4604,378.531
34.2777,48.987,377.977
29.4649,42.1462,378.381
28.9224,41.4356,378.32
11.6029,11.1538,378.758
32.5892,46.3854,378.462
31.5746,44.876,378.601
36.5239,51.9569,378.305
25.7809,36.8303,378.585
25.2008,36.2167,378.31
11.7497,11.7626,378.522
25.6203,36.8925,378.2
25.4009,36.6553,378.17
25.218,36.3724,378.207
34.4389,49.2418,377.856
25.9309,37.4609,378.066
33.4388,48.245,377.239
30.7237,44.1879,377.858
26.7657,38.7184,377.866
27.5253,40.0507,377.584
35.9188,51.5728,377.463
11.2347,11.18,377.81
29.6212,42.8342,377.706
36.17,51.9818,377.311
9.29728,7.21851,377.674
8.75815,6.59959,377.414
8.94334,6.8104,377.549
10.7834,10.176,377.694
10.0476,8.49322,377.495
32.0176,46.0332,377.722
38.8784,56.0684,377.172
39.2348,56.655,377.042
36.4135,52.4316,377.09
35.6901,51.2546,377.423
34.8878,50.0634,377.515
8.68315,6.49965,377.245
10.3438,9.52993,377.101
9.81866,8.40936,377.005
34.4223,49.8582,376.803
10.327,10.103,376.511
35.4666,51.4595,376.478
39.079,56.8195,376.264
37.8636,54.5809,376.985
37.4784,53.9356,377.193
9.45227,7.6666,377.255
31.755,46.2348,376.821
37.1987,53.4312,377.346
35.0603,50.8666,376.56
36.3263,52.7499,376.299
43.113,63.271,376.544
40.0975,58.0551,376.941
38.1417,55.4162,376.33
36.871,53.3369,376.528
40.2815,58.4757,376.671
43.7455,64.3812,376.405
39.5703,57.6977,376.101
-2.50432,-2.65424,362.841
37.7283,54.8422,376.248
42.8504,63.1622,375.764
42.6537,62.8166,375.788
10.0227,9.48187,376.163
42.4795,62.4939,375.867
9.84994,8.95483,376.311
9.30252,8.02701,376.406
