17.5344,68.8769,364.628
17.6237,69.3976,364.84
17.4735,69.1763,364.81
17.018,68.4212,365.018
17.2416,69.0493,365.06
17.655,69.6572,364.921
17.5465,69.8755,365.023
17.4015,69.8573,365.126
17.5843,70.0762,365.069
-16.6035,54.9347,414.721
-16.8467,54.6128,414.773
-16.9242,54.4451,414.904
-16.9879,54.2947,414.664
-13.8284,57.4134,414.363
-16.6824,54.5598,414.176
16.6893,67.769,365.286
-13.7669,57.2519,414.101
-14.8164,56.4424,414.184
-15.1284,56.2463,414.303
-15.8469,55.5649,414.169
-13.2186,57.8339,414.151
-13.4997,57.2427,413.81
-16.2775,54.8661,413.724
-12.7225,58.2088,413.884
-14.2479,56.8498,414.111
-13.9707,56.8948,413.893
-17.1231,53.8316,413.638
-15.4286,55.7271,413.81
-13.2623,57.5674,413.878
17.3015,70.0793,365.256
-13.5104,56.9515,413.503
-13.8332,56.7001,413.535
-14.5446,56.4501,413.901
-12.364,58.496,413.699
-12.9533,57.4387,413.405
-14.3522,56.2459,413.417
-15.287,55.5153,413.22
-13.918,56.451,413.27
-17.2429,53.6111,413.006
-12.7557,57.7738,413.491
17.2172,69.3926,365.233
-16.275,54.5267,413.021
-11.1585,59.5407,413.152
-14.6496,55.9465,413.213
-11.0115,59.7227,413.133
-13.354,56.845,413.211
-13.6114,56.4979,413.026
-11.3692,58.8551,412.795
-12.4958,57.7066,413.123
-14.2415,55.9871,412.841
-10.9815,59.2583,412.684
-11.1553,59.0461,412.709
-12.2625,58.2435,413.319
-13.6376,56.3334,412.801
-16.5513,54.1941,412.899
-16.9911,53.781,412.805
-15.4709,55.2148,412.826
-15.9362,54.7516,412.646
-13.0343,57.0075,413.045
-12.3164,57.4503,412.679
-12.8431,56.863,412.667
-15.7043,54.9526,412.596
-12.4499,57.1463,412.521
-13.3976,56.3856,412.633
-15.1526,55.3831,412.559
-11.833,58.014,412.609
-12.0831,57.9872,412.875
-13.0506,56.591,412.546
-13.4188,56.2219,412.359
-10.5263,59.6705,412.409
-11.345,58.4537,412.436
-12.9269,56.5142,412.276
-15.9805,54.6124,412.387
-16.4413,54.133,412.442
-16.8811,53.7199,412.348
-10.9906,58.2361,411.866
-13.1555,56.2905,412.168
-16.2092,54.3263,412.305
-12.2422,57.1016,412.212
-9.4632,61.4073,412.188
-15.2264,55.2136,412.18
-15.5035,55.0105,412.223
-10.6008,59.2204,412.195
-12.3618,56.8144,412.024
-12.652,56.6007,412.083
-17.0575,53.5284,412.135
-16.8869,53.5494,411.819
-9.18575,61.6594,411.906
-9.34683,61.4595,411.999
-9.42792,61.2916,411.95
-12.6513,56.4354,411.821
-16.3662,53.97,411.783
-11.8587,57.4324,412.103
-17.4105,52.94,411.839
-13.098,56.1978,411.886
-11.1357,57.836,411.69
-11.668,57.3102,411.745
-12.1985,56.713,411.663
-12.4042,56.4708,411.565
-9.0465,61.7145,411.712
-17.1061,53.3044,411.63
-17.2502,52.9832,411.639
-10.2663,58.9229,411.568
-10.3283,58.5896,411.404
-11.3457,57.4961,411.581
-9.19304,61.4799,411.749
-10.0092,59.7469,411.782
-10.6094,58.3835,411.576
-16.676,53.6034,411.546
-17.0932,52.9187,411.475
-11.8883,56.8779,411.492
-9.88995,59.2808,411.32
-9.04974,61.1351,411.41
-11.1883,57.3012,411.212
-16.9714,53.0097,411.283
-15.2977,54.8057,411.291
-8.6643,62.5118,411.58
-15.3646,54.4528,410.957
-10.5448,57.9993,411.185
-10.7809,57.7839,411.256
-11.6984,56.7578,411.107
-12.5083,56.2823,411.318
-10.8263,57.4789,411.007
-11.3207,56.9951,410.991
-9.61881,59.2613,410.934
-12.3654,56.2256,411.019
-8.7186,61.0179,410.985
-8.38923,62.5053,411.176
-8.34328,61.9001,410.933
-10.0417,58.3852,410.916
-7.75444,65.1533,410.803
-7.78555,64.6672,410.784
-9.70856,58.699,410.695
-15.1718,54.3769,410.558
-11.9312,56.4347,410.885
-8.53576,61.3613,410.956
-7.63131,64.9982,410.619
-11.0593,56.9793,410.681
-9.14526,59.8752,410.749
-9.25046,59.5606,410.654
-10.7172,57.3013,410.688
-7.98199,61.8757,410.488
-7.98304,61.3693,410.303
17.1584,70.3848,365.472
-8.59251,60.47,410.551
-8.76093,60.2429,410.585
-7.9824,63.6553,410.913
-7.93489,63.0375,410.748
-8.23352,61.0537,410.467
-8.80863,59.9805,410.439
-10.1709,58.0169,410.774
-15.1883,54.1671,410.342
-7.62745,63.9537,410.497
-8.31321,60.6277,410.32
-9.41714,58.5011,410.223
-10.406,57.2982,410.334
-7.52132,65.4626,410.502
-11.907,56.1769,410.431
-8.62043,59.6301,409.978
-9.90817,57.8396,410.336
-7.46462,65.2105,410.415
-7.59837,64.4311,410.528
-10.0163,57.5139,410.145
-15.004,54.288,410.282
-7.63444,62.7838,410.292
-7.72749,62.2271,410.276
-10.416,56.9682,409.944
-9.0525,59.2952,410.228
-11.4853,56.282,410.154
-14.4256,54.6865,410.041
-7.28498,63.7753,410.037
-7.478,62.1595,409.926
-7.69109,61.3316,409.915
-10.9982,56.7406,410.294
-8.24083,59.7896,409.683
-14.0374,55.0689,410.042
-14.3225,54.8307,410.043
-7.04808,63.3889,409.622
-7.18606,62.9802,409.721
-7.44055,61.7704,409.75
-10.6661,56.7326,409.91
17.1576,70.1479,365.418
-12.6825,55.5266,409.912
16.4991,67.6063,365.666
-13.1933,55.3981,409.925
-14.1231,54.9201,409.971
-9.12945,58.798,410.037
-7.08761,62.5791,409.496
-11.1794,56.4564,410.096
-11.4814,56.0556,409.846
-8.06917,60.3995,409.902
-12.8469,55.4278,409.872
-13.055,55.3726,409.863
-8.7591,59.2595,409.862
-7.35987,64.8445,410.258
-7.76217,60.5597,409.652
-9.48756,58.0099,410.007
-8.83605,58.7623,409.671
-9.67087,57.4399,409.683
-10.2244,56.8904,409.628
-8.05637,59.3704,409.184
16.7938,68.2725,365.328
-7.61928,60.9683,409.676
-6.57441,65.7019,409.407
-6.92654,65.5507,409.815
-7.10654,64.9864,409.959
-10.4399,56.5508,409.499
-9.16666,57.9449,409.586
-10.299,56.6698,409.479
-8.80285,58.4004,409.438
-9.24179,57.7005,409.454
-9.02895,57.6278,409.14
-7.10582,61.8771,409.325
-7.35891,60.81,409.282
-7.5018,60.4014,409.259
-6.39353,65.5832,409.092
-7.00257,64.3947,409.769
-6.85187,62.432,409.126
16.9798,69.2156,365.481
-7.14571,60.9455,409.063
-7.0123,61.4937,409.076
-6.2181,65.7901,408.862
-6.76567,64.0083,409.354
-9.09998,57.2996,408.958
-7.40687,60.0858,408.967
-7.65892,59.5847,408.915
-8.4576,58.3155,408.971
-8.67218,57.6649,408.822
-6.70499,61.4811,408.661
-8.40826,57.8008,408.633
-6.52062,61.8006,408.507
-8.87937,57.3741,408.809
-6.92779,60.6941,408.688
-8.63838,57.4768,408.646
-8.13405,58.4365,408.666
-6.68536,60.9877,408.48
-6.08673,65.6888,408.618
-6.25943,65.3425,408.802
-6.52719,62.5687,408.697
-7.03038,60.0316,408.496
-6.28422,63.9714,408.611
-8.06703,58.7792,408.794
-6.84276,60.3238,408.421
-6.0184,65.4707,408.44
-6.44821,62.2407,408.515
-7.51147,58.8829,408.301
-6.14351,63.0877,408.225
-6.05538,64.7166,408.379
16.78,68.7236,365.619
-8.13763,57.7149,408.279
-6.4899,60.8124,408.155
-6.94881,59.6757,408.191
-7.92012,58.0618,408.211
-7.97306,57.8549,408.163
-5.70869,65.1771,407.899
-7.73782,58.1214,408.044
-6.2769,61.7476,408.152
-6.56361,60.3622,408.076
-7.17785,59.028,408.048
-6.20449,62.1878,408.159
-6.68916,59.5311,407.786
-5.82819,62.9025,407.715
-5.96815,62.3306,407.831
-6.20941,60.9785,407.819
-6.33933,60.1595,407.678
-6.39341,59.7393,407.523
-5.70757,64.5926,407.789
-5.7871,62.0511,407.498
-6.11142,61.4354,407.821
-6.91821,58.8835,407.643
-5.4894,64.4464,407.426
-5.85796,61.596,407.495
-6.07452,60.537,407.46
-5.66158,61.4789,407.161
-5.83723,60.5239,407.118
-6.19726,59.4634,407.089
-6.76046,58.6297,407.262
-5.59072,61.934,407.164
-5.52318,61.2681,406.886
-6.33526,59.0015,406.971
17.1012,70.5811,365.616
-5.58026,60.9152,406.876
-5.39657,62.197,406.901
-5.29469,64.3149,407.097
-5.78333,60.1738,406.914
-5.1066,64.7422,406.903
